ID,Country,Region,City,Chinese Name
603,Congo-Kinshasa,Kongo-Central,Mbanza-Ngungu,木班扎恩古恩古(提斯维勒)
604,Congo-Kinshasa,Kongo-Central,Matadi,馬塔迪
605,Congo-Kinshasa,Kongo-Central,Boma,波馬
606,Congo-Kinshasa,Équateur,Makanza,Not Found
607,Congo-Kinshasa,Équateur,Mbandaka,木班達卡(科奇亞維勒)
608,Congo-Kinshasa,Bandundu,Bolobo,波洛波
609,Congo-Kinshasa,Orientale,Kisangani,史坦利城(基桑加尼)
610,Canada,Alberta,Edmonton,艾德蒙吞
611,-,-,-,
612,Egypt,Asyut Governorate,Asyut,艾斯尤特
613,Nepal,Western Development Region,Pokhara,波卡拉
614,Uzbekistan,Bukhara Province,Bukhara,布哈拉
615,United States of America,Michigan,Port Huron,休倫港
616,United States of America,Wisconsin,Madison,馬迪孫(麥迪孫)
617,-,-,-,
618,Bosnia and Herzegovina,-,-,
619,Ukraine,Donetsk Oblast,Mariupol,馬立波(馬里烏波爾)
620,Russian Federation,Rostov Oblast,Taganrog,塔干羅格(斯基)灣
621,Canada,Saskatchewan,Yorkton,約克頓
622,Poland,Lublin Voivodeship,Lublin,盧布令
623,-,-,-,
624,-,-,-,
625,United States of America,Wisconsin,Fond du Lac,芳拉克
626,-,-,-,
627,Poland,Łódź Voivodeship,Łódź,武次
628,-,-,-,
629,-,-,-,
630,Germany,Lower Saxony,Brunswick,布藍茲維
631,Canada,British Columbia,Victoria,維多利亞
632,United States of America,South Carolina,Greenville,格林維
633,South Africa,Eastern Cape,East London,東倫敦
634,South Africa,KwaZulu-Natal,Pietermaritzburg,馬利茲堡(皮特馬利茲堡)
635,South Africa,Mpumalanga,Nelspruit,內斯普路
636,-,-,-,
637,South Africa,KwaZulu-Natal,Richards Bay,Not Found
638,South Africa,Eastern Cape,Grahamstown,格拉罕鎮
639,-,-,-,
640,Germany,North Rhine-Westphalia,Recklinghausen,Not Found
641,South Africa,Mpumalanga,Emalahleni,Not Found
642,-,-,-,
643,Mexico,Quintana Roo,Cancún,康昆
644,Latvia,Latgale,Daugavpils,道加匹爾
645,South Africa,Limpopo,Louis Trichardt,路易垂查
646,South Africa,North West,Rustenburg,魯斯滕堡
647,Norway,Rogaland,Stavanger,斯塔凡格
648,Hungary,-,-,
649,Australia,Western Australia,Tom Price,Not Found
650,Lesotho,-,-,
651,South Africa,Free State,Botshabelo,波榭貝洛
652,South Africa,KwaZulu-Natal,Newcastle,紐卡斯爾
653,Botswana,South-East District,Gaborone,嘉伯隆里
654,-,-,-,
655,Brazil,São Paulo,São Paulo,聖保羅
656,Australia,Western Australia,Kalgoorlie,卡谷力
657,-,-,-,
658,Spain,Galicia,Ourense,Not Found
659,Finland,-,-,
660,Australia,Victoria,Mildura,密杜拉
661,Spain,Catalonia,Girona,赫羅納(希羅那)
662,-,-,-,
663,Canada,Quebec,Quebec,魁北克省
664,Philippines,Pangasinan,Urdaneta,烏爾達內塔
665,Philippines,Tarlac,Tarlac,丹轆省
666,Australia,Victoria,Bendigo,本第哥
667,Ghana,Northern Region,Tamale,塔馬利
668,Finland,-,-,
669,Finland,-,-,
670,Finland,-,-,
671,Finland,-,-,
672,Finland,-,-,
673,Finland,-,-,
674,Finland,-,-,
675,Finland,-,-,
676,Finland,-,-,
677,Finland,-,-,
678,Finland,-,-,
679,Finland,-,-,
680,Bulgaria,-,-,
681,Bulgaria,-,-,
682,Bulgaria,-,-,
683,Bulgaria,-,-,
684,Bulgaria,-,-,
685,Bulgaria,-,-,
686,Bulgaria,-,-,
687,Bulgaria,-,-,
688,Bulgaria,-,-,
689,Bulgaria,-,-,
690,Bulgaria,-,-,
691,Bulgaria,-,-,
692,Bulgaria,-,-,
693,Bulgaria,-,-,
694,Bulgaria,-,-,
695,Bulgaria,-,-,
696,Bulgaria,-,-,
697,Bulgaria,-,-,
698,Bulgaria,-,-,
699,Bulgaria,-,-,
700,Bulgaria,-,-,
701,Bulgaria,-,-,
702,Germany,Lower Saxony,Wolfsburg,沃爾夫斯堡
703,Nigeria,Federal Capital Territory,Abuja,阿布札
704,China,Tibet Autonomous Region,Lhasa,Not Found
705,United Arab Emirates,Dubai,Dubai,杜拜
706,Norway,West Agder,Kristiansand,克里斯提安桑
707,Norway,Sør-Trøndelag,Trondheim,特隆赫母
708,United States of America,Virginia,Harrisonburg,哈立孫堡
709,Spain,Valencian Community,Torrevieja,托雷維耶哈
710,Poland,Kuyavian-Pomeranian Voivodeship,Bydgoszcz,布倫伯格（比德哥什奇）
711,Poland,Pomeranian Voivodeship,Słupsk,斯武普斯克
712,Poland,West Pomeranian Voivodeship,Koszalin,科沙林
713,Egypt,Qalyubia Governorate,Banha,班哈
714,-,-,-,
715,Greece,-,-,
716,Greece,-,-,
717,-,-,-,
718,Spain,Castile and León,León,雷昂
719,Australia,Queensland,Townsville,唐斯維
720,Poland,Podlaskie Voivodeship,Suwałki,蘇瓦烏基
721,Poland,Pomeranian Voivodeship,Sopot,索波特
722,Poland,Warmian-Masurian Voivodeship,Elbląg,艾布隆格(艾丙)
723,United States of America,Nevada,Las Vegas,拉斯維加斯
724,Poland,Podlaskie Voivodeship,Łomża,沃母札
725,Egypt,Dakahlia Governorate,Mansoura,Not Found
726,Egypt,Gharbiyya Governorate,Mahalla al Kubra,Not Found
727,Egypt,Kafr el-Sheikh Governorate,Kafr Al-Sheikh,榭赫村
728,Poland,Warmian-Masurian Voivodeship,Iława,伊瓦瓦
729,-,-,-,
730,Poland,Lublin Voivodeship,Biała Podlaska,比亞瓦波拉[斯卡]
731,Poland,Lower Silesian Voivodeship,Legnica,列格尼察(利格尼次)
732,Poland,Masovian Voivodeship,Radom,拉敦
733,-,-,-,
734,Poland,Subcarpathian Voivodeship,Tarnobrzeg,塔諾布熱格
735,Poland,Świętokrzyskie Voivodeship,Sandomierz,Not Found
736,Poland,Silesian Voivodeship,Katowice,卡托維策(卡托維治)
737,Poland,Silesian Voivodeship,Częstochowa,琴斯托霍瓦
738,Poland,Silesian Voivodeship,Będzin,貝德金
739,Poland,Silesian Voivodeship,Zabrze,札布熱
740,Poland,Lower Silesian Voivodeship,Wałbrzych,瓦烏布日赫(瓦登堡)
741,Poland,Silesian Voivodeship,Ruda Śląska,Not Found
742,Germany,Rhineland-Palatinate,Trier,特里爾
743,Germany,Baden-Württemberg,Reutlingen,羅伊特林根
744,North Korea,Pyongyang,Pyongyang,平壤
745,Brazil,São Paulo,Campinas,坎皮納斯
746,-,-,-,
747,Brazil,São Paulo,Osasco,奧沙斯科
748,Brazil,São Paulo,Piracicaba,皮拉西卡瓦
749,Brazil,São Paulo,Jundiaí,容迪亞伊
750,-,-,-,
751,Saudi Arabia,Eastern Province,Al Khobar,Not Found
752,Hungary,-,-,
753,Hungary,-,-,
754,Syria,Aleppo,Aleppo,阿勒坡
755,North Korea,Pyongannam-do,Namp'o,藍浦
756,Brazil,São Paulo,Sorocaba,索羅卡巴
757,Brazil,São Paulo,Santos,聖多斯
758,Poland,Warmian-Masurian Voivodeship,Olsztyn,阿連斯坦(奧士廷)
759,Australia,Western Australia,Rockingham,洛京罕
760,Australia,Western Australia,Mandurah,Not Found
761,Australia,Western Australia,Bunbury,班柏立
762,-,-,-,
763,-,-,-,
764,Romania,Cluj,Cluj-Napoca,克盧日納波卡(科洛日瓦)
765,-,-,-,
766,Australia,Northern Territory,Katherine,卡瑟林
767,Iran,Markazi,Arak,阿拉克
768,-,-,-,
769,-,-,-,
770,-,-,-,
771,-,-,-,
772,-,-,-,
773,-,-,-,
774,-,-,-,
775,Iran,East Azerbaijan,Bonab,波納市
776,Czech Republic,-,-,
777,Iran,East Azerbaijan,Miyaneh,Not Found
778,-,-,-,
779,-,-,-,
780,-,-,-,
781,-,-,-,
782,-,-,-,
783,-,-,-,
784,-,-,-,
785,-,-,-,
786,-,-,-,
787,-,-,-,
788,South Africa,Western Cape,Cape Town,開普敦
789,-,-,-,
790,-,-,-,
791,Iran,Chaharmahal and Bakhtiari,Shahr-e Kord,Not Found
792,-,-,-,
793,-,-,-,
794,-,-,-,
795,-,-,-,
796,Iran,Kerman,Bam,巴木
797,-,-,-,
798,Australia,Tasmania,Burnie,柏內
799,-,-,-,
800,Iran,North Khorasan,Bojnord,Not Found
801,-,-,-,
802,-,-,-,
803,-,-,-,
804,-,-,-,
805,Iran,West Azerbaijan,Khoy,Not Found
806,-,-,-,
807,-,-,-,
808,Iran,Khuzestan,Masjed Soleyman,馬斯吉德蘇來曼
809,-,-,-,
810,-,-,-,
811,-,-,-,
812,-,-,-,
813,-,-,-,
814,-,-,-,
815,-,-,-,
816,-,-,-,
817,-,-,-,
818,-,-,-,
819,-,-,-,
820,-,-,-,
821,United States of America,Pennsylvania,York,約克
822,Canada,British Columbia,Kelowna,基洛納
823,-,-,-,
824,-,-,-,
825,-,-,-,
826,-,-,-,
827,-,-,-,
828,-,-,-,
829,Lithuania,Panevezys County,Panevėžys,帕涅維日斯
830,Albania,-,-,
831,Albania,-,-,
832,North Korea,Kangwon-do,Wonsan,元山
833,Canada,British Columbia,Prince George,喬治王子城
834,Namibia,Khomas Region,Windhoek,溫荷克
835,Namibia,Erongo Region,Walvis Bay,沃爾維斯貝(鯨灣港)
836,Namibia,Erongo Region,Swakopmund,斯瓦科普蒙德
837,Namibia,Omaheke Region,Gobabis,哥巴比斯
838,South Africa,Northern Cape,Upington,烏平頓
839,Switzerland,Geneva,Geneva,日內弗
840,United States of America,South Carolina,Spartanburg,斯巴坦堡
841,Germany,Saxony-Anhalt,Magdeburg,馬格德堡
842,-,-,-,
843,Russian Federation,Krasnodar Krai,Sochi,索奇
844,Romania,Caraș Severin,Reșița,雷西查
845,Spain,Valencian Community,Valencia,瓦倫西亞
846,United States of America,Pennsylvania,Pittsburgh,東匹茲堡
847,Russian Federation,Tula Oblast,Tula,土拉
848,Russian Federation,Ingushetia,Nazran,Not Found
849,-,-,-,
850,Russian Federation,Sverdlovsk Oblast,Nizhny Tagil,Not Found
851,Russian Federation,Komi Republic,Vorkuta,弗爾庫塔
852,Brazil,Federal District,Brasília,巴西利亞
853,Brazil,Rio de Janeiro,Rio de Janeiro,里約﹝熱內盧﹞
854,Brazil,Bahia,Salvador,薩爾瓦多
855,Poland,Subcarpathian Voivodeship,Rzeszów,熱舒夫
856,Somalia,Banadir,Mogadishu,摩加迪休
857,United States of America,Tennessee,Clarksville,克拉克斯維
858,Poland,Lesser Poland Voivodeship,Tarnów,塔努夫
859,Austria,Tyrol,Innsbruck,因斯布魯克
860,Austria,Salzburg (state),Salzburg,薩爾茲堡邦
861,Switzerland,Vaud,Lausanne,洛桑
862,Estonia,-,-,
863,Australia,Western Australia,Geraldton,哲拉頓
864,United States of America,Florida,Gainesville,根茲維
865,Somalia,Bay,Baidoa,[伊夏]拜道
866,South Africa,Gauteng,Vereeniging,費雷尼欣
867,Somalia,Bakool,Hudur,Not Found
868,Somalia,Lower Shebelle,Merca,麥卡
869,Somalia,Middle Shebelle,Jowhar,Not Found
870,Somalia,Lower Shebelle,Afgooye,阿夫哥耶
871,Somalia,Lower Shebelle,Qoryooley,Not Found
872,Somalia,Lower Juba,Chisimayu,基西馬尤
873,-,-,-,
874,Somalia,Gedo,Baardheere,巴德希爾
875,Somalia,Lower Juba,Jamame,Not Found
876,-,-,-,
877,Somalia,Middle Juba,Jilib,Not Found
878,Somalia,Bay,Buurhakaba,布爾哈卡巴
879,Somalia,Lower Shebelle,Wanlaweyn (Daafeed),Not Found
880,-,-,-,
881,Canada,Ontario,Guelph,圭爾夫
882,Slovenia,-,-,
883,Australia,Victoria,Geelong,哲朗
884,Russian Federation,Stavropol Krai,Stavropol,斯塔夫羅波爾
885,United States of America,South Carolina,Charleston,查理頓
886,United States of America,Tennessee,Nashville,納士維
887,Bahrain,Capital Governorate,Manama,麥納瑪
888,Ukraine,Donetsk Oblast,Donetsk,頓內次克
889,India,Punjab,Ludhiana,盧迪亞納
890,-,-,-,
891,Australia,New South Wales,Queanbeyan,昆比安
892,-,-,-,
893,The Netherlands,Limburg,Maastricht,馬斯垂克
894,-,-,-,
895,-,-,-,
896,The Netherlands,North Brabant,Eindhoven,愛因荷芬
897,Belgium,Flanders,Middelburg,密德爾堡
898,Somalia,Bari,Bosaso,Not Found
899,Somalia,Galgaduud,Dhuusamarreeb,杜薩馬雷卜
900,Somalia,Hiiraan,Beledweyne,貝勒德威內(貝勒特溫)
901,Somalia,Middle Juba,Bu'ale,Not Found
902,Somalia,Mudug,Galkayo,Not Found
903,Somalia,Nugaal,Garowe,Not Found
904,Somalia,Sanaag,Erigavo,希里加波
905,-,-,-,
906,Somalia,Sool,Laascaanood,Not Found
907,Somalia,Togdheer,Burao,布勞
908,-,-,-,
909,Sri Lanka,Central Province,Nuwara Eliya,奴瓦拉埃利雅
910,The Netherlands,South Holland,Rotterdam,鹿特丹
911,Sri Lanka,Southern Province,Galle,加爾
912,The Netherlands,Gelderland,Arnhem,安恆
913,Australia,Western Australia,Port Hedland,赫德蘭港
914,Kenya,Nakuru,Nakuru,納庫路
915,Kenya,Mombasa,Mombasa,蒙巴沙
916,Kenya,Meru,Meru,美魯
917,Kenya,Kilifi,Malindi,馬林迪
918,Kenya,Machakos,Machakos,Not Found
919,Kenya,Trans Nzoia,Kitale,基塔列
920,Kenya,Kisii,Kisii,基夕
921,Kenya,Kericho,Kericho,克利求
922,Kenya,Kakamega,Kakamega,卡卡美加
923,Kenya,Tana River,Garissa,加里薩
924,The Netherlands,Overijssel,Enschede,恩斯赫德
925,-,-,-,
926,The Netherlands,Overijssel,Hengelo,亨革羅
927,The Netherlands,Overijssel,Almelo,阿美羅
928,The Netherlands,Flevoland,Almere,阿美雷
929,Poland,Lesser Poland Voivodeship,Nowy Sącz,新松奇
930,The Netherlands,Groningen,Groningen,格羅寧根
931,-,-,-,
932,-,-,-,
933,United States of America,Washington,Everett,艾弗雷特
934,United States of America,Washington,Vancouver,溫哥華
935,South Africa,Limpopo,Musina,Not Found
936,United States of America,Washington,Spokane,斯波坎
937,-,-,-,
938,Chile,Región Metropolitana de Santiago,Santiago,聖地牙哥
939,Chile,IV Región de Coquimbo,La Serena,賽雷納
940,Chile,IV Región de Coquimbo,Coquimbo,科金波
941,Chile,V Región de Valparaíso,Viña del Mar,維涅馬爾
942,Chile,VII Región del Maule,Talca,塔爾卡
943,United States of America,Texas,El Paso,帕索
944,Sri Lanka,Western Province,Colombo,可倫坡
945,-,-,-,
946,-,-,-,
947,South Africa,KwaZulu-Natal,Ladysmith,拉迪史密斯
948,Canada,British Columbia,Cranbrook,克蘭布魯
949,Canada,Alberta,Fort Saskatchewan,薩斯喀徹溫堡
950,-,-,-,
951,Canada,Alberta,Lloydminster,洛伊民斯特
952,Canada,Alberta,Cold Lake,Not Found
953,South Africa,Limpopo,Mokopane,Not Found
954,Spain,Catalonia,Badalona,巴達隆納
955,Ireland,-,-,
956,Canada,Saskatchewan,Estevan,艾斯特凡
957,-,-,-,
958,-,-,-,
959,Canada,Saskatchewan,Humboldt,洪保德
960,Canada,Saskatchewan,North Battleford,北貝特福德
961,Canada,Saskatchewan,Prince Albert,亞伯特王子城
962,Canada,British Columbia,Pitt Meadows,Not Found
963,Canada,British Columbia,Vancouver,溫哥華
964,Canada,British Columbia,Burnaby,本拿比
965,Canada,British Columbia,Squamish,Not Found
966,Canada,British Columbia,Quesnel,奎斯內爾
967,Canada,British Columbia,Chilliwack,契利瓦克
968,Canada,British Columbia,Langley,朗里
969,Canada,British Columbia,Port Moody,Not Found
970,Canada,British Columbia,New Westminster,新威斯敏斯特
971,Canada,British Columbia,Port Coquitlam,Not Found
972,Canada,British Columbia,Nanaimo,納奈摩
973,Canada,British Columbia,Abbotsford,亞波次福
974,Canada,British Columbia,White Rock,Not Found
975,-,-,-,
976,Canada,British Columbia,Richmond,里奇蒙
977,-,-,-,
978,Canada,British Columbia,Terrace,特勒斯貝
979,Canada,British Columbia,West Vancouver,Not Found
980,Canada,Manitoba,Dauphin,道芬
981,Canada,Manitoba,Winkler,Not Found
982,Canada,Manitoba,Winnipeg,溫尼辟
983,Poland,Masovian Voivodeship,Ciechanów,切哈奴夫
984,Luxemburg,District Luxembourg,Luxembourg,盧森堡大公國{=盧森堡}
985,New Zealand,Nelson,Nelson,內爾孫
986,United States of America,Puerto Rico,San Juan,聖胡安
987,Jamaica,-,-,
988,New Zealand,Bay of Plenty,Rotorua,羅托魯亞
989,Canada,Quebec,Magog,馬哥
990,Australia,Western Australia,Broome,布魯母
991,Australia,Victoria,Bairnsdale,班茲達
992,-,-,-,
993,New Zealand,Marlborough,Blenheim,布倫安
994,New Zealand,Manawatu-Wanganui,Palmerston North,北帕麥斯頓
995,New Zealand,Hawke's Bay,Napier,內皮爾
996,New Zealand,Hawke's Bay,Hastings,哈斯丁
997,Romania,Timiș,Timișoara,提密什瓦拉
998,Japan,Tokyo,Meguro,Not Found
999,Greece,-,-,
1000,Greece,-,-,
1001,Greece,-,-,
1002,Japan,Osaka Prefecture,Osaka,大阪
1003,Japan,Hokkaido,Sapporo,Not Found
1004,New Zealand,Wellington,Porirua,Not Found
1005,New Zealand,Wellington,Lower Hutt,下哈特
1006,Latvia,Latgale,Rēzekne,雷哲克內
1007,Pakistan,Gilgit-Baltistan,Gilgit,吉爾吉特
1008,United States of America,New York,Poughkeepsie,波啟普夕
1009,Pakistan,Punjab,Rawalpindi,拉瓦平第
1010,Afghanistan,Nangarhar,Jalalabad,加拉拉巴德
1011,-,-,-,
1012,Ecuador,Provincia de Pichincha,Quito,基多
1013,Peru,Puno,Puno,普諾
1014,Peru,Lima,Lima,來瑪
1015,Mexico,Morelos,Cuernavaca,奎納瓦卡
1016,Peru,Cusco,Cusco,庫斯科
1017,Australia,Tasmania,Hobart,荷巴特
1018,Australia,South Australia,Mount Gambier,蒙甘比爾
1019,Romania,Mureș,Sighișoara,西吉什瓦拉
1020,Serbia,Vojvodina,Novi Sad,新沙德
1021,Australia,New South Wales,Armidale,阿密達
1022,United States of America,Idaho,Boise,波夕
1023,South Africa,North West,Mafikeng,馬非京
1024,South Africa,North West,Klerksdorp,克勒斯多
1025,-,-,-,
1026,Romania,Prahova,Ploiești,普洛耶什提
1027,New Zealand,Manawatu-Wanganui,Whanganui,Not Found
1028,New Zealand,Taranaki,New Plymouth,新普利茅斯
1029,South Africa,Gauteng,Carletonville,卡爾頓維
1030,South Africa,Gauteng,Krugersdorp,克魯格斯多
1031,Poland,Podlaskie Voivodeship,Białystok,比亞維斯托克
1032,United States of America,Pennsylvania,Allentown,阿倫鎮
1033,Turkey,Antalya,Alanya,厄蘭雅(科拉瑟西母)
1034,Russian Federation,Saint Petersburg,Kolpino,科匹諾
1035,-,-,-,
1036,-,-,-,
1037,New Zealand,Bay of Plenty,Tauranga,陶藍加港
1038,United States of America,New Hampshire,Concord,康科德
1039,New Zealand,Gisborne,Gisborne,吉斯本政區
1040,United States of America,Colorado,Fort Collins,科林斯堡
1041,The Netherlands,North Brabant,'s-Hertogenbosch,聖托亨波斯(布瓦杜克)
1042,Ukraine,Mykolaiv Oblast,Mykolaiv,米科萊夫(尼古拉耶夫)
1043,-,-,-,
1044,Rwanda,Kigali City,Kigali,吉佳利
1045,Belgium,Flanders,Hasselt,哈瑟特
1046,Serbia,-,-,
1047,United States of America,Connecticut,Hartford,哈特福
1048,Republic of China (Taiwan),-,-,
1049,Republic of China (Taiwan),-,-,
1050,Republic of China (Taiwan),-,-,
1051,Republic of China (Taiwan),-,-,
1052,-,-,-,
1053,Republic of China (Taiwan),-,-,
1054,Republic of China (Taiwan),Kaohsiung City,Kaohsiung City,Not Found
1055,Republic of China (Taiwan),-,-,
1056,Republic of China (Taiwan),-,-,
1057,Republic of China (Taiwan),-,-,
1058,-,-,-,
1059,-,-,-,
1060,Republic of China (Taiwan),-,-,
1061,Republic of China (Taiwan),-,-,
1062,Republic of China (Taiwan),-,-,
1063,Republic of China (Taiwan),-,-,
1064,Republic of China (Taiwan),-,-,
1065,Republic of China (Taiwan),-,-,
1066,Republic of China (Taiwan),-,-,
1067,Republic of China (Taiwan),-,-,
1068,Republic of China (Taiwan),-,-,
1069,Republic of China (Taiwan),-,-,
1070,Republic of China (Taiwan),-,-,
1071,Brazil,Bahia,Itapetinga,Not Found
1072,Romania,Buzău,Buzău,布澤烏
1073,Burundi,Bujumbura Mairie,Bujumbura,布松布拉
1074,Congo-Kinshasa,Nord-Kivu,Goma,哥馬
1075,New Zealand,Waikato,Hamilton,漢米頓
1076,Tanzania,Kigoma,Kigoma,基哥馬
1077,Pakistan,Punjab,Gujranwala,古治蘭瓦拉
1078,-,-,-,
1079,United States of America,Pennsylvania,Erie,伊利
1080,-,-,-,
1081,Australia,Queensland,Maryborough,馬利波羅
1082,-,-,-,
1083,Italy,Tuscany,Florence,弗羅倫斯
1084,Italy,Tuscany,Arezzo,阿雷索
1085,Italy,Tuscany,Grosseto,格洛瑟托
1086,Italy,Tuscany,Massa,麻薩
1087,Italy,Tuscany,Pistoia,皮斯托雅
1088,Italy,Tuscany,Prato,普拉托
1089,Italy,Tuscany,Siena,西埃納
1090,Italy,Tuscany,Viareggio,維亞雷久
1091,United States of America,New York,New York,紐約州
1092,Greece,-,-,
1093,Mexico,Federal District,Mexico City,墨西哥市
1094,Italy,Lombardy,Milan,密蘭
1095,-,-,-,
1096,Italy,Lombardy,Brescia,布雷夏
1097,Italy,Lombardy,Como,科莫
1098,Italy,Lombardy,Cremona,克雷莫納
1099,Italy,Lombardy,Lecco,雷科
1100,Italy,Lombardy,Mantua,曼圖亞
1101,Italy,Lombardy,Pavia,帕維亞
1102,Italy,Lombardy,Varese,瓦雷塞
1103,Italy,Lombardy,Monza,蒙札
1104,-,-,-,
1105,Morocco,-,-,
1106,Morocco,-,-,
1107,-,-,-,
1108,Italy,Piemont,Turin,托里諾(杜林)
1109,Italy,Piemont,Alessandria,亞力山德
1110,Italy,Piemont,Asti,阿斯提
1111,Italy,Piemont,Cuneo,庫尼奧
1112,Italy,Piemont,Novara,諾瓦拉
1113,Italy,Piemont,Vercelli,維爾切利
1114,Hungary,-,-,
1115,Hungary,-,-,
1116,Hungary,-,-,
1117,Italy,Trentino-Alto Adige/Südtirol,Trento,特倫托(特倫特)
1118,Italy,Trentino-Alto Adige/Südtirol,Bolzano,波爾察諾
1119,Italy,Veneto,Venice,威尼斯
1120,Italy,Veneto,Belluno,柏盧諾
1121,Italy,Veneto,Rovigo,羅維哥
1122,Italy,Veneto,Treviso,特雷維索
1123,Italy,Veneto,Verona,維洛納
1124,Italy,Veneto,Vicenza,維辰札
1125,Spain,Andalusia,Jaén,哈安
1126,France,Languedoc-Roussillon,Montpellier,蒙佩利爾
1127,Spain,Catalonia,Mataró,馬塔洛
1128,Pakistan,Punjab,Jhelum,傑倫
1129,-,-,-,
1130,Italy,Friuli Venezia Giulia,Triest,Not Found
1131,Italy,Friuli Venezia Giulia,Pordenone,Not Found
1132,Italy,Friuli Venezia Giulia,Udine,烏第內
1133,Italy,Liguria,Genoa,熱那亞
1134,Italy,Liguria,Imperia,因佩里亞
1135,Italy,Liguria,La Spezia,斯佩吉亞
1136,Italy,Liguria,Savona,沙弗納
1137,Nepal,Central Development Region,Kathmandu,加德滿都
1138,Italy,Sicily,Palermo,巴勒摩
1139,Italy,Sicily,Agrigento,亞格里琴托
1140,Italy,Sicily,Caltanissetta,卡塔尼塞塔
1141,Italy,Sicily,Catania,卡塔尼亞
1142,Italy,Sicily,Enna,恩納
1143,Italy,Sicily,Messina,美西納
1144,Italy,Sicily,Ragusa,拉古沙
1145,-,-,-,
1146,Italy,Sicily,Trapani,特拉帕尼
1147,Italy,Calabria,Reggio di Calabria,雷久卡拉布里亞
1148,Italy,Calabria,Catanzaro,卡坦札羅
1149,Italy,Calabria,Cosenza,科森札(科森提亞)
1150,Italy,Calabria,Crotone,卡特隆內(克羅托內)
1151,Italy,Calabria,Palmi,帕爾米
1152,Italy,Basilicata,Potenza,波騰札
1153,Italy,Basilicata,Matera,馬特拉
1154,Italy,Molise,Campobasso,坎波巴索
1155,-,-,-,
1156,Italy,Umbria,Perugia,佩魯加
1157,Italy,Umbria,Terni,特尼
1158,Italy,Apulia,Bari,巴里
1159,Italy,Apulia,Brindisi,布林底希(布魯迪辛)
1160,Italy,Apulia,Lecce,雷契
1161,Italy,Apulia,Taranto,塔蘭托(塔倫屯)
1162,Italy,Apulia,Andria,安德里亞
